Soil_Type,Temperature_C,Rainfall_mm,Humidity_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,pH,Crop_History,Recommended_Crop
Loamy,19.6,50.1,77.1,90.3,55.6,43.9,6.78,Mango,Tomato
Sandy Loam,20.7,64.2,52.3,37.3,56.1,36.5,6.05,Tomato,Lentil
Sandy Loam,29.7,143.0,58.2,72.7,35.6,49.2,5.88,Rice,Mango
Sandy Loam,24.4,65.4,66.8,56.5,65.6,51.8,5.69,Maize,Tomato
Loamy,21.8,265.2,94.2,81.8,54.1,36.1,6.56,Mango,Rice
Clay,22.4,48.7,35.5,66.2,43.7,23.5,6.74,Mango,Mustard
Sandy Loam,24.1,134.4,74.1,75.3,43.6,52.7,6.62,Soybean,Mango
Loamy,29.9,73.1,67.8,23.0,54.7,23.8,6.0,Sugarcane,Groundnut
Sandy Loam,22.2,95.7,76.5,70.8,74.0,50.7,5.06,Cotton,Potato
Loamy,32.05,83.2,54.0,75.0,28.0,42.4,6.95,Lentil,Cotton
Loamy,26.5,134.3,60.8,45.8,31.8,20.8,7.29,Groundnut,Cotton
Loamy,19.3,47.6,55.7,56.6,28.5,31.1,6.53,Soybean,Mustard
Sandy Loam,26.3,148.5,57.7,40.5,46.8,39.8,6.98,Wheat,Soybean
Sandy Loam,21.6,92.5,66.3,77.5,82.8,64.7,7.02,Sugarcane,Tomato
Sandy Loam,22.8,87.3,63.2,101.8,82.8,55.8,5.52,Lentil,Potato
Sandy Loam,20.6,86.25,54.9,117.9,47.0,42.3,6.74,Lentil,Wheat
Sandy Loam,35.1,142.1,54.2,58.7,35.7,72.5,7.54,Sugarcane,Mango
Loamy,28.1,37.3,81.9,88.1,61.4,52.1,6.26,Mango,Tomato
Sandy Loam,17.7,52.6,32.2,62.5,38.8,19.5,6.04,Wheat,Mustard
Loamy,24.1,62.5,41.4,52.6,44.6,24.8,6.77,Wheat,Mustard
Loamy,23.5,272.9,90.0,67.9,45.5,49.8,6.57,Mustard,Rice
Clay,28.7,142.4,64.2,85.3,36.0,15.6,7.43,Groundnut,Cotton
Clay,21.7,216.0,75.1,70.4,60.2,46.5,5.85,Maize,Rice
Clay,33.7,270.1,93.1,110.3,56.8,34.9,5.22,Lentil,Rice
Clay,25.5,127.5,69.8,119.8,67.3,58.6,6.95,Cotton,Sugarcane
Loamy,19.1,125.1,77.3,45.0,49.8,34.2,6.57,Maize,Soybean
Loamy,15.5,49.9,35.9,113.1,77.2,44.8,7.05,Groundnut,Wheat
Clay,21.6,230.0,88.3,92.2,69.5,42.5,6.49,Cotton,Rice
Clay,19.8,70.3,62.9,111.9,77.3,34.7,6.54,Sugarcane,Wheat
Silty,17.2,72.3,84.2,67.6,62.2,55.9,5.89,Wheat,Potato
Black,29.2,71.4,52.4,59.6,43.5,35.3,7.58,Tomato,Cotton
Loamy,26.0,150.5,55.8,110.0,37.3,44.5,5.9,Sugarcane,Maize
Silty,27.5,254.0,86.8,84.6,56.7,42.6,5.51,Lentil,Rice
Loamy,27.0,54.5,73.1,89.6,78.7,61.3,6.25,Lentil,Tomato
Loamy,30.6,251.0,84.0,116.9,62.6,50.0,6.33,Soybean,Rice
Red,23.8,65.4,55.3,20.7,46.5,27.7,6.82,Cotton,Groundnut
Clay,19.8,79.0,33.4,46.5,43.5,21.1,6.58,Lentil,Mustard
Sandy Loam,18.5,68.9,73.1,56.1,70.6,71.1,5.18,Lentil,Potato
Clay,27.0,82.7,81.9,52.4,57.1,36.6,6.16,Wheat,Soybean
Silty,26.1,61.05,58.5,46.5,26.3,20.5,6.19,Soybean,Lentil
Silty,22.4,85.8,76.8,92.0,78.1,37.1,6.82,Cotton,Tomato
Clay,29.2,54.4,52.2,53.8,43.2,14.1,7.42,Mango,Cotton
Loamy,38.5,126.6,52.4,45.7,38.3,44.6,7.15,Sugarcane,Cotton
Sandy Loam,30.4,160.0,57.5,128.1,64.8,29.3,6.41,Mango,Maize
Loamy,28.7,88.2,64.4,28.1,57.1,46.2,5.81,Sugarcane,Groundnut
Sandy Loam,26.3,59.6,65.9,63.3,56.4,63.9,6.26,Potato,Tomato
Loamy,9.9,78.5,37.1,84.9,55.9,47.9,6.17,Soybean,Wheat
Loamy,39.6,133.1,60.6,93.9,35.1,35.4,6.99,Mango,Cotton
Loamy,25.8,77.2,55.5,79.6,29.1,23.3,6.29,Soybean,Cotton
Loamy,11.3,64.3,50.9,77.9,45.8,17.6,7.07,Wheat,Mustard
Sandy Loam,20.9,56.6,71.3,72.2,75.5,44.9,6.0,Soybean,Potato
Sandy Loam,14.3,41.6,37.6,59.5,35.8,14.9,6.8,Groundnut,Mustard
Black,28.3,102.9,45.3,57.6,44.9,32.8,6.5,Tomato,Cotton
Clay,24.2,106.1,67.4,97.5,67.2,81.2,6.97,Mango,Sugarcane
Clay,29.6,67.8,40.6,55.3,42.6,20.0,7.36,Wheat,Cotton
Sandy Loam,17.8,64.0,61.1,109.2,84.5,59.4,5.57,Lentil,Tomato
Loamy,19.2,97.7,82.3,79.5,61.7,74.0,5.5,Lentil,Potato
Silty,33.9,134.0,86.0,152.8,54.2,65.1,6.64,Groundnut,Sugarcane
Clay,29.3,180.3,87.3,113.0,51.9,46.4,5.78,Wheat,Sugarcane
Loamy,18.6,160.5,66.3,71.2,42.2,44.7,6.48,Soybean,Maize
Sandy Loam,12.6,48.7,25.8,118.4,62.7,51.4,6.51,Tomato,Wheat
Silty,32.4,219.1,88.8,91.2,42.8,60.3,7.03,Potato,Sugarcane
Sandy Loam,24.0,60.1,76.2,68.0,68.7,47.6,6.23,Wheat,Tomato
Laterite,30.9,119.6,63.8,64.0,31.4,59.7,6.2,Wheat,Mango
Loamy,25.5,165.3,62.3,104.7,56.0,43.0,6.99,Mustard,Sugarcane
Sandy Loam,22.7,82.8,73.7,26.9,45.6,36.7,6.16,Wheat,Groundnut
Sandy Loam,29.0,101.1,80.5,77.5,69.2,55.5,6.03,Cotton,Tomato
Loamy,16.7,74.4,43.0,43.1,37.0,19.1,6.58,Mustard,Lentil
Sandy Loam,29.9,96.0,70.5,30.3,45.3,41.9,6.94,Maize,Soybean
Silty,31.6,154.9,55.5,76.4,39.4,32.1,7.3,Tomato,Maize
Clay,29.1,238.7,90.5,101.8,65.7,57.8,6.88,Mango,Rice
Loamy,23.0,93.7,75.5,56.4,64.0,44.2,5.68,Mustard,Potato
Loamy,22.2,248.7,90.3,68.1,48.3,57.0,5.75,Potato,Rice
Silty,23.8,45.6,72.3,47.8,57.8,55.9,6.16,Mustard,Potato
Loamy,31.0,114.9,79.9,21.9,64.7,53.1,6.06,Tomato,Soybean
Sandy Loam,16.2,58.6,42.5,46.5,51.3,34.9,6.74,Rice,Mustard
Sandy Loam,25.6,183.5,58.0,60.1,30.9,46.2,5.8,Potato,Mango
Clay,22.4,46.9,30.1,78.9,45.8,20.0,6.22,Lentil,Mustard
Loamy,25.3,89.7,49.0,68.0,71.1,60.0,6.45,Sugarcane,Tomato
Sandy Loam,22.1,66.5,63.1,35.8,21.5,36.0,6.47,Rice,Lentil
Sandy Loam,20.2,90.8,44.6,108.45,45.3,26.3,7.25,Sugarcane,Wheat
Silty,14.1,69.1,72.5,84.2,86.1,69.0,5.06,Maize,Potato
Silty,28.7,237.4,69.9,93.8,54.9,62.9,5.76,Rice,Sugarcane
Loamy,20.8,293.1,94.6,107.0,47.2,46.9,5.43,Cotton,Rice
Loamy,19.2,55.0,61.8,90.8,54.0,62.2,5.97,Rice,Tomato
Loamy,16.7,78.2,61.8,46.5,63.2,68.7,5.94,Tomato,Potato
Sandy Loam,29.2,66.6,59.2,47.5,35.5,39.3,7.08,Mustard,Soybean
Clay,8.8,96.1,42.9,88.5,76.5,35.8,6.73,Tomato,Wheat
Laterite,29.9,165.4,63.8,72.6,30.5,59.4,5.79,Potato,Mango
Loamy,27.2,89.6,54.2,34.0,32.5,15.5,7.32,Groundnut,Lentil
Loamy,25.2,151.1,81.6,98.2,51.4,54.2,5.62,Soybean,Rice
Sandy Loam,29.0,118.3,82.7,21.3,36.0,29.2,6.72,Groundnut,Soybean
Sandy Loam,34.0,116.9,50.1,39.3,33.8,39.1,6.73,Soybean,Groundnut
Sandy Loam,23.8,68.9,75.4,45.6,31.6,22.0,5.95,Lentil,Groundnut
Black,23.8,99.0,56.6,87.5,38.4,20.8,6.59,Sugarcane,Cotton
Loamy,12.1,62.8,45.4,124.7,43.1,47.3,6.27,Mustard,Wheat
Sandy Loam,14.2,113.0,62.3,75.3,80.9,48.9,5.62,Soybean,Potato
Loamy,19.05,83.6,63.9,44.7,56.4,76.0,5.72,Cotton,Potato
Sandy Loam,26.3,64.5,72.4,31.9,32.2,22.6,6.49,Groundnut,Soybean
Sandy Loam,16.4,68.1,69.5,48.1,87.3,48.1,4.88,Rice,Potato
Loamy,24.1,163.3,75.3,112.0,43.3,41.2,6.56,Mango,Maize
Silty,28.6,126.8,83.6,113.6,39.5,30.8,6.55,Cotton,Maize
Clay,36.7,130.2,69.7,152.1,62.8,70.4,7.47,Lentil,Sugarcane
Loamy,29.5,98.2,59.9,40.9,38.6,23.0,6.45,Sugarcane,Groundnut
Silty,26.6,78.4,58.9,75.5,77.4,58.7,6.42,Sugarcane,Tomato
Sandy Loam,23.0,49.1,41.8,26.5,41.4,13.5,6.14,Groundnut,Lentil
Red,28.1,89.7,52.9,35.3,44.7,50.4,6.5,Cotton,Groundnut
Silty,14.1,78.5,65.5,66.5,86.2,50.8,4.85,Tomato,Potato
Clay,29.7,132.2,75.4,38.8,61.0,21.2,6.18,Mustard,Soybean
Silty,34.3,184.0,69.7,112.5,41.4,42.9,6.26,Wheat,Sugarcane
Clay,26.0,211.8,92.3,97.3,51.45,56.9,6.82,Wheat,Rice
Loamy,20.3,80.4,69.3,99.3,74.3,41.3,5.62,Cotton,Potato
Sandy Loam,23.6,85.6,39.7,32.3,38.8,26.5,7.01,Groundnut,Lentil
Sandy Loam,21.9,84.4,80.4,56.2,51.3,40.4,6.49,Groundnut,Potato
Silty,23.4,91.5,66.2,65.0,87.8,59.9,5.61,Soybean,Tomato
Black,25.8,42.5,58.8,82.5,32.1,27.7,7.12,Mango,Cotton
Loamy,27.9,48.9,57.1,28.7,34.7,30.4,6.34,Mustard,Lentil
Loamy,31.1,52.1,58.2,35.2,42.0,38.0,6.0,Soybean,Groundnut
Silty,28.2,212.6,63.8,109.4,56.95,48.6,5.78,Soybean,Sugarcane
Silty,31.8,113.8,76.1,122.3,49.1,23.6,6.37,Mango,Maize
Loamy,21.1,87.7,38.4,94.8,48.2,27.3,6.0,Groundnut,Wheat
Loamy,12.0,80.9,43.1,57.0,42.7,19.2,7.46,Sugarcane,Mustard
Silty,27.7,60.4,43.0,53.4,47.2,43.0,6.36,Potato,Lentil
Red,24.5,69.4,66.3,25.5,53.3,44.8,5.86,Potato,Groundnut
Loamy,9.8,69.8,62.8,45.4,47.1,31.2,7.39,Lentil,Mustard
Loamy,20.3,109.6,76.1,49.7,51.4,50.9,5.88,Wheat,Potato
Sandy Loam,22.8,182.4,57.2,103.9,59.3,40.6,6.06,Tomato,Maize
Clay,28.1,77.5,74.1,25.1,36.3,52.6,6.47,Potato,Soybean
Silty,20.2,218.0,91.8,83.3,51.45,50.6,6.19,Sugarcane,Rice
Loamy,19.2,72.5,62.5,60.9,64.0,54.8,5.26,Wheat,Potato
Loamy,18.9,102.7,58.2,83.5,70.4,58.7,5.62,Mustard,Potato
Clay,32.4,140.1,49.2,41.7,38.2,14.1,6.23,Maize,Cotton
Loamy,31.0,83.7,50.9,31.0,48.3,50.5,6.11,Rice,Groundnut
Loamy,24.3,72.0,61.0,46.0,46.8,29.3,6.6,Sugarcane,Soybean
Clay,16.5,47.3,60.0,72.7,40.1,23.7,6.5,Sugarcane,Mustard
Red,22.2,83.9,63.8,15.5,36.4,28.6,5.92,Soybean,Groundnut
Clay,35.2,150.9,51.9,65.7,32.9,28.6,7.24,Maize,Cotton
Sandy Loam,21.9,120.7,72.4,52.8,40.3,45.5,7.01,Maize,Soybean
Silty,26.5,286.5,76.6,74.8,47.3,38.6,5.84,Potato,Rice
Loamy,35.4,175.8,90.0,86.5,56.6,51.3,6.11,Groundnut,Sugarcane
Sandy Loam,19.6,68.5,75.8,84.9,50.8,86.3,5.01,Soybean,Potato
Silty,28.3,96.5,52.8,94.3,52.3,46.8,7.12,Potato,Maize
Black,28.6,110.0,60.2,60.5,35.3,40.3,7.45,Mustard,Cotton
Clay,23.5,149.0,81.0,36.0,62.7,34.5,7.25,Groundnut,Soybean
Red,25.2,74.5,54.9,27.2,45.3,45.0,6.56,Tomato,Groundnut
Loamy,12.4,66.5,45.9,41.1,47.4,13.3,7.26,Rice,Mustard
Clay,17.2,104.1,34.2,110.4,59.8,25.4,7.0,Mango,Wheat
Loamy,24.1,96.9,76.0,137.2,63.6,37.9,6.34,Potato,Sugarcane
Sandy Loam,31.1,57.0,73.4,37.6,42.8,46.0,6.94,Tomato,Groundnut
Sandy Loam,18.1,78.8,48.6,20.1,19.6,16.1,7.98,Rice,Lentil
Loamy,13.2,33.2,36.8,38.7,36.2,25.8,6.11,Potato,Mustard
Sandy Loam,28.1,126.3,48.4,99.8,52.9,29.9,6.37,Lentil,Maize
Silty,19.1,107.2,79.2,100.8,50.1,30.4,5.9,Lentil,Maize
Laterite,38.6,148.2,75.5,67.7,47.9,54.9,6.46,Lentil,Mango
Clay,19.4,61.6,39.0,70.8,27.0,32.1,7.17,Rice,Mustard
Sandy Loam,16.2,72.1,82.6,76.5,80.9,75.9,6.52,Tomato,Potato
Sandy Loam,34.3,86.8,79.2,39.3,44.7,19.3,5.93,Lentil,Groundnut
Sandy Loam,15.6,53.7,83.8,87.2,71.0,40.5,5.96,Lentil,Potato
Sandy Loam,19.2,69.8,75.7,95.3,54.7,45.1,6.07,Mango,Potato
Loamy,21.6,46.0,80.3,73.7,55.7,52.2,5.83,Mustard,Potato
Silty,24.2,79.1,58.8,85.15,75.7,44.4,6.46,Potato,Tomato
Loamy,32.7,144.7,71.2,52.7,29.0,33.5,6.54,Lentil,Mango
Loamy,36.4,89.8,60.4,13.8,58.0,27.9,6.6,Tomato,Groundnut
Loamy,19.0,71.9,43.4,48.4,42.7,31.2,6.08,Tomato,Mustard
Clay,16.4,85.9,58.9,114.6,77.4,31.9,7.02,Tomato,Wheat
Loamy,39.5,99.4,55.5,35.5,21.1,28.65,6.19,Tomato,Cotton
Sandy Loam,33.1,106.5,73.5,71.8,31.8,71.9,7.39,Sugarcane,Mango
Red,26.6,107.8,66.3,35.9,44.7,39.2,6.2,Soybean,Groundnut
Clay,15.6,114.4,61.8,98.2,62.1,42.1,7.49,Sugarcane,Wheat
Loamy,33.0,174.3,80.8,64.8,31.0,69.2,6.67,Wheat,Mango
Clay,24.8,142.0,67.9,38.8,53.9,31.1,7.12,Mango,Soybean
Loamy,22.5,133.2,76.0,17.0,64.6,24.8,6.94,Sugarcane,Soybean
Sandy Loam,20.6,80.5,48.1,32.0,41.4,22.8,7.01,Tomato,Lentil
Loamy,22.2,86.25,63.5,135.3,79.1,26.8,6.06,Mango,Wheat
Loamy,12.4,75.8,74.9,87.9,88.0,69.8,5.01,Soybean,Potato
Loamy,28.4,78.0,55.4,38.9,56.9,31.1,6.73,Wheat,Groundnut
Clay,23.2,87.1,43.7,78.2,46.8,44.5,7.41,Potato,Wheat
Sandy Loam,13.0,82.1,78.6,75.3,76.5,48.5,5.81,Wheat,Potato
Silty,27.9,217.7,59.6,142.5,55.6,67.5,7.24,Cotton,Sugarcane
Silty,29.0,149.6,58.1,87.9,48.8,29.1,6.07,Groundnut,Maize
Sandy Loam,28.8,99.8,77.9,105.6,81.4,59.2,6.5,Cotton,Tomato
Loamy,28.4,104.8,56.3,22.2,40.0,34.8,5.93,Lentil,Groundnut
Laterite,30.2,131.3,72.2,47.2,27.5,38.0,6.8,Potato,Mango
Loamy,23.0,130.4,81.6,61.9,64.6,24.0,6.51,Rice,Soybean
Silty,25.0,61.05,31.1,27.5,51.0,20.8,7.69,Mustard,Lentil
Clay,14.4,54.5,45.9,126.8,73.1,40.3,6.32,Maize,Wheat
Loamy,27.1,120.3,55.5,53.2,40.1,38.0,7.36,Groundnut,Cotton
Sandy Loam,35.3,142.7,67.6,70.3,20.1,41.5,6.89,Lentil,Mango
Loamy,27.3,87.7,64.0,57.5,39.5,69.2,7.0,Rice,Mango
Loamy,23.8,28.7,59.7,48.2,42.2,25.7,7.66,Tomato,Lentil
Sandy Loam,24.7,72.1,61.3,60.9,86.1,71.3,6.34,Cotton,Potato
Sandy Loam,19.2,111.6,44.7,113.5,45.4,23.4,6.28,Cotton,Wheat
Sandy Loam,21.8,66.9,58.7,60.6,46.0,40.2,6.17,Soybean,Maize
Silty,24.7,114.5,68.4,102.5,42.7,27.7,6.89,Wheat,Maize
Silty,27.5,269.5,70.4,75.6,39.8,35.0,5.41,Potato,Rice
Loamy,12.6,43.5,45.3,59.4,33.9,22.3,6.42,Cotton,Mustard
Sandy Loam,14.0,117.6,41.0,96.0,41.4,27.1,7.32,Rice,Wheat
Silty,28.8,92.6,65.75,77.3,57.6,46.9,6.05,Potato,Tomato
Sandy Loam,22.7,89.0,75.9,54.7,34.7,29.4,6.8,Groundnut,Soybean
Silty,21.5,90.9,65.8,96.6,57.4,41.0,6.95,Cotton,Maize
Loamy,29.0,77.0,54.5,76.9,59.6,66.0,7.07,Mango,Tomato
Sandy Loam,19.3,93.6,59.3,90.2,83.4,69.8,6.08,Wheat,Potato
Loamy,29.6,76.4,77.4,63.8,60.9,40.9,5.82,Soybean,Tomato
Sandy Loam,24.4,43.7,67.2,90.1,75.7,61.1,6.3,Maize,Tomato
Loamy,28.6,117.6,64.4,56.1,43.1,45.8,6.35,Tomato,Soybean
Clay,27.2,138.1,59.7,90.8,33.4,21.4,7.04,Groundnut,Cotton
Clay,26.4,310.3,89.6,99.2,35.8,52.5,6.13,Soybean,Rice
Loamy,20.8,215.7,80.4,117.1,41.1,55.5,5.69,Groundnut,Rice
Sandy Loam,16.3,94.4,59.1,93.4,60.6,72.8,6.12,Mustard,Potato
Loamy,34.3,142.7,71.4,54.0,31.4,35.4,7.35,Wheat,Mango
Loamy,33.0,90.6,71.3,41.3,58.8,31.8,6.06,Wheat,Groundnut
Clay,24.9,62.0,47.3,48.0,31.6,17.6,6.55,Wheat,Mustard
Loamy,25.9,219.7,81.9,104.3,59.5,58.3,6.69,Tomato,Rice
Loamy,30.6,77.1,68.8,15.5,36.9,46.4,6.06,Tomato,Groundnut
Sandy Loam,11.5,48.9,56.0,78.0,42.7,28.0,6.51,Sugarcane,Mustard
Sandy Loam,12.2,46.8,84.1,68.3,77.0,58.2,5.62,Lentil,Potato
Silty,26.7,60.1,59.9,43.5,41.3,33.8,6.24,Sugarcane,Lentil
Sandy Loam,25.3,75.3,61.2,77.6,63.7,64.5,5.97,Mustard,Tomato
Clay,9.4,53.0,56.2,59.0,49.9,33.4,6.49,Mango,Mustard
Clay,24.7,150.8,69.3,53.5,61.7,33.5,6.93,Wheat,Soybean
Loamy,21.4,112.6,57.0,120.9,67.0,24.6,6.11,Soybean,Wheat
Sandy Loam,27.1,38.4,66.6,13.0,45.2,30.4,6.14,Tomato,Lentil
Laterite,32.3,73.1,63.8,81.0,31.8,35.6,6.52,Cotton,Mango
Silty,21.2,46.1,52.3,62.7,71.9,68.4,5.85,Lentil,Tomato
Loamy,29.9,126.2,61.2,71.4,26.3,31.3,6.45,Rice,Cotton
Loamy,31.3,117.7,81.7,95.4,56.95,72.6,5.66,Mustard,Sugarcane
Silty,36.0,136.6,80.3,92.9,57.6,46.7,6.57,Groundnut,Sugarcane
Loamy,20.3,70.8,60.5,79.8,47.6,30.2,6.54,Sugarcane,Mustard
Loamy,34.7,171.5,81.6,48.3,23.2,75.7,5.56,Sugarcane,Mango
Sandy Loam,32.1,89.4,64.4,29.6,47.1,34.6,6.79,Tomato,Groundnut
Loamy,24.3,69.1,58.1,42.6,22.3,35.8,6.77,Tomato,Lentil
Clay,33.1,215.8,88.6,77.8,50.4,52.0,7.55,Cotton,Sugarcane
Sandy Loam,37.6,99.4,46.2,45.7,30.9,43.4,6.87,Cotton,Mango
Loamy,34.1,107.6,55.5,48.2,26.1,18.7,7.21,Rice,Cotton
Loamy,25.3,160.9,73.3,60.1,27.0,37.9,6.1,Groundnut,Mango
Loamy,20.2,86.9,80.7,71.8,77.0,45.3,5.47,Rice,Potato
Loamy,15.7,79.9,60.9,42.5,27.7,26.1,8.0,Soybean,Lentil
Loamy,23.5,126.6,59.8,124.6,60.2,64.5,7.0,Maize,Sugarcane
Loamy,33.2,73.1,43.7,69.2,47.6,38.3,6.31,Groundnut,Cotton
Red,31.3,129.7,53.3,30.1,37.1,48.0,6.5,Sugarcane,Groundnut
Silty,22.7,117.5,78.7,109.1,43.1,51.8,6.41,Mustard,Maize
Sandy Loam,19.4,112.7,71.3,66.1,82.0,48.4,6.17,Cotton,Potato
Sandy Loam,20.9,89.0,69.3,71.0,87.1,74.1,6.23,Cotton,Potato
Silty,30.2,56.8,72.6,103.3,70.8,49.1,6.49,Lentil,Tomato
Loamy,27.9,128.9,39.8,87.9,28.3,25.8,6.22,Sugarcane,Cotton
Sandy Loam,21.7,117.5,70.2,112.3,40.7,51.3,5.68,Wheat,Maize
Sandy Loam,23.3,52.8,84.4,88.8,70.6,64.3,5.84,Wheat,Potato
Silty,14.3,123.7,85.2,76.3,57.5,41.6,6.05,Maize,Potato
Silty,23.7,105.7,50.4,123.7,66.1,31.6,5.85,Cotton,Maize
Sandy Loam,30.1,128.3,75.9,47.4,30.4,60.7,7.08,Lentil,Mango
Black,33.7,93.1,67.2,52.8,47.8,16.8,6.87,Mango,Cotton
Silty,20.3,41.8,57.1,72.6,75.2,52.8,5.76,Potato,Tomato
Silty,23.1,85.6,61.5,96.7,43.9,34.2,6.28,Rice,Maize
Loamy,20.7,84.2,35.1,18.3,27.4,35.3,6.24,Tomato,Lentil
Clay,27.3,222.6,67.7,112.1,42.7,33.7,5.98,Potato,Rice
Silty,21.1,218.9,61.6,93.8,40.3,51.9,6.97,Rice,Sugarcane
Loamy,19.5,52.6,75.6,88.7,53.6,78.0,4.81,Tomato,Potato
Loamy,27.8,109.0,68.1,15.8,44.8,24.9,6.6,Maize,Groundnut
Loamy,24.5,99.2,64.4,45.4,63.8,27.9,6.65,Wheat,Soybean
Clay,19.8,232.8,94.5,101.8,35.6,48.9,5.53,Cotton,Rice
Loamy,40.2,65.9,50.7,54.4,22.7,19.3,7.21,Rice,Cotton
Loamy,36.9,101.8,53.3,79.3,31.8,55.7,7.4,Soybean,Mango
Sandy Loam,19.9,74.7,32.4,29.3,48.9,30.3,7.82,Soybean,Lentil
Loamy,28.8,158.2,70.8,120.0,65.5,28.2,6.89,Groundnut,Maize
Sandy Loam,10.2,62.9,28.9,135.8,76.5,20.2,7.47,Soybean,Wheat
Laterite,37.7,79.7,76.2,45.8,51.5,67.0,6.91,Cotton,Mango
Silty,28.4,54.9,43.1,32.2,48.7,26.9,6.88,Wheat,Lentil
Red,31.4,100.1,57.5,32.0,52.4,28.7,6.1,Cotton,Groundnut
Loamy,18.8,44.1,47.6,66.6,37.0,20.4,7.36,Soybean,Mustard
Red,32.3,86.3,62.8,29.55,44.7,42.6,6.4,Wheat,Groundnut
Silty,25.7,144.4,64.5,105.1,64.4,34.1,7.22,Sugarcane,Maize
Loamy,18.2,66.5,35.2,72.4,33.9,19.5,7.31,Lentil,Mustard
Sandy Loam,17.7,78.3,62.3,86.1,72.4,49.6,6.28,Rice,Wheat
Clay,11.0,86.25,39.7,109.8,69.4,28.3,6.37,Tomato,Wheat
Silty,29.5,114.6,79.8,94.1,60.8,66.3,6.1,Groundnut,Sugarcane
Sandy Loam,26.2,104.1,64.9,32.6,42.8,41.7,6.37,Wheat,Groundnut
Silty,18.1,124.6,58.1,106.8,60.0,23.7,5.8,Mango,Maize
Clay,29.7,121.2,60.5,54.2,52.0,50.0,7.46,Maize,Soybean
Laterite,30.45,107.9,64.4,58.6,41.5,53.4,7.37,Wheat,Mango
Loamy,15.8,101.8,50.4,116.0,63.8,42.4,6.25,Tomato,Wheat
Clay,28.7,214.8,65.5,134.2,56.95,75.0,7.42,Maize,Sugarcane
Clay,21.7,102.4,52.0,77.6,41.8,31.9,6.73,Soybean,Wheat
Loamy,13.3,102.6,77.3,70.1,81.8,62.6,5.94,Soybean,Potato
Sandy Loam,18.7,85.4,30.7,76.9,34.8,29.7,7.16,Tomato,Mustard
Loamy,16.8,69.6,84.1,99.9,54.2,46.0,5.06,Soybean,Potato
Loamy,24.6,201.0,80.2,127.3,73.8,44.4,6.87,Wheat,Sugarcane
Loamy,22.3,67.5,70.4,69.9,76.9,76.1,4.92,Sugarcane,Potato
Loamy,24.4,77.6,41.8,78.1,48.3,27.5,6.06,Tomato,Mustard
Black,31.0,77.0,56.2,75.8,30.6,26.7,6.32,Tomato,Cotton
Sandy Loam,24.3,91.3,63.4,85.7,61.3,40.2,5.83,Wheat,Tomato
Loamy,25.7,66.3,71.0,117.3,44.8,53.2,5.97,Cotton,Maize
Clay,27.0,276.6,89.0,87.9,30.2,33.8,6.43,Mustard,Rice
Clay,36.6,108.6,73.0,121.8,50.2,68.8,6.87,Lentil,Sugarcane
Clay,29.9,124.0,71.7,45.1,37.8,47.8,6.84,Mustard,Soybean
Silty,27.9,262.5,73.6,94.4,61.4,56.1,6.26,Maize,Rice
Sandy Loam,24.4,120.9,46.7,125.1,78.1,37.5,6.33,Maize,Wheat
Loamy,31.5,259.8,91.5,113.7,45.0,52.0,6.48,Groundnut,Rice
Clay,8.6,99.2,50.4,99.8,60.5,38.2,6.79,Soybean,Wheat
Loamy,17.8,48.1,59.2,32.2,34.0,30.4,7.75,Potato,Lentil
Black,26.7,83.7,69.1,42.3,28.8,39.9,6.48,Groundnut,Cotton
Sandy Loam,26.1,107.0,82.3,33.0,55.1,29.4,6.29,Tomato,Soybean
Loamy,32.0,158.8,66.9,71.2,21.0,35.7,5.51,Cotton,Mango
Loamy,37.1,62.8,62.1,53.6,47.0,22.4,6.54,Mustard,Cotton
Silty,25.7,200.4,62.9,130.1,72.6,74.0,7.03,Lentil,Sugarcane
Sandy Loam,25.3,65.4,76.9,89.7,73.0,56.8,6.49,Maize,Potato
Silty,20.7,91.1,43.9,39.7,37.4,36.4,7.35,Rice,Lentil
Clay,38.4,174.8,77.9,96.7,42.6,63.3,5.82,Cotton,Sugarcane
Loamy,28.4,67.5,53.0,42.4,22.8,34.7,6.2,Potato,Cotton
Silty,24.1,64.5,44.7,34.8,37.2,25.3,7.72,Cotton,Lentil
Clay,23.2,224.8,65.0,152.4,60.3,64.3,5.71,Tomato,Sugarcane
Black,34.0,90.5,66.0,66.7,36.8,39.9,7.96,Wheat,Cotton
Sandy Loam,27.0,155.2,61.4,89.6,41.7,39.5,6.41,Soybean,Maize
Silty,30.0,74.8,69.0,76.2,78.3,72.9,5.64,Cotton,Tomato
Loamy,23.0,78.6,73.4,105.6,38.4,37.6,6.2,Potato,Maize
Loamy,24.0,82.0,47.6,108.1,47.4,39.1,6.73,Lentil,Wheat
Sandy Loam,25.9,70.1,44.5,30.5,52.2,31.1,7.115,Groundnut,Lentil
Clay,29.2,55.5,48.8,87.3,18.6,38.1,6.17,Soybean,Cotton
Clay,15.3,103.7,61.6,105.7,43.1,27.7,6.41,Rice,Wheat
Silty,21.2,119.2,61.8,78.1,49.4,43.1,6.49,Wheat,Maize
Silty,23.6,58.8,72.3,74.5,71.6,61.1,5.29,Sugarcane,Potato
Sandy Loam,25.3,167.6,64.6,105.0,46.3,26.8,6.97,Tomato,Maize
